result_id,result_name,sector_id,sector_name,fiscal_year,disbursements,value,male_value,female_value
753,"people reached by an intervention providing gender-based violence services, such as health, legal, psycho-social counseling, shelters, or hotlines",151,Government and Civil Society,2019,,15507,1635,13872
753,"people reached by an intervention providing gender-based violence services, such as health, legal, psycho-social counseling, shelters, or hotlines",151,Government and Civil Society,2020,,19126,1691,17435
1469,"percent of partipants reporting increased agreement with the concept that males and females should have equal access to social, economic, and political resources and opportunities",151,Government and Civil Society,2016,,91,,
1469,"percent of partipants reporting increased agreement with the concept that males and females should have equal access to social, economic, and political resources and opportunities",151,Government and Civil Society,2017,,80,,
1469,"percent of partipants reporting increased agreement with the concept that males and females should have equal access to social, economic, and political resources and opportunities",151,Government and Civil Society,2018,,35,,
777,performance solution recommendations implemented by partner institutions,151,Government and Civil Society,2014,,225,,
777,performance solution recommendations implemented by partner institutions,151,Government and Civil Society,2015,,169,,
777,performance solution recommendations implemented by partner institutions,151,Government and Civil Society,2016,,79,,
777,performance solution recommendations implemented by partner institutions,151,Government and Civil Society,2017,,99,,
791,policy briefs and high-quality research products produced and disseminated,151,Government and Civil Society,2015,,22,,
255,"public policies introduced, adopted, repealed, changed or implemented consistent with citizen input",151,Government and Civil Society,2018,,2,,
255,"public policies introduced, adopted, repealed, changed or implemented consistent with citizen input",151,Government and Civil Society,2019,,5,,
255,"public policies introduced, adopted, repealed, changed or implemented consistent with citizen input",151,Government and Civil Society,2020,,2,,
272,training days provided to journalists,151,Government and Civil Society,2014,,1304,,
272,training days provided to journalists,151,Government and Civil Society,2015,,123,,
840,working editors and journalists were more confident in their abilities to cover sensitive subjects,151,Government and Civil Society,2014,,110,,
879,youth (14 to 35 years old) contributed journalistic content to mainstream and social media outlets,151,Government and Civil Society,2015,,40,,
1750,youth trained in social or leadership skills,151,Government and Civil Society,2019,,100534,30903,69631
1750,youth trained in social or leadership skills,151,Government and Civil Society,2020,,76459,19310,57149
,disbursements,152,"Conflict, Peace, and Security",2014,930118,,,
,disbursements,152,"Conflict, Peace, and Security",2015,848146,,,
,disbursements,152,"Conflict, Peace, and Security",2016,762569,,,
,disbursements,152,"Conflict, Peace, and Security",2017,492626,,,
,disbursements,152,"Conflict, Peace, and Security",2018,716175,,,
,disbursements,152,"Conflict, Peace, and Security",2019,244078,,,
,disbursements,152,"Conflict, Peace, and Security",2020,383722,,,
278,"events, trainings, or activities designed to build support for peace or reconciliation among key actors to the conflict",152,"Conflict, Peace, and Security",2014,,209,,
278,"events, trainings, or activities designed to build support for peace or reconciliation among key actors to the conflict",152,"Conflict, Peace, and Security",2015,,406,,
278,"events, trainings, or activities designed to build support for peace or reconciliation among key actors to the conflict",152,"Conflict, Peace, and Security",2016,,435,,
278,"events, trainings, or activities designed to build support for peace or reconciliation among key actors to the conflict",152,"Conflict, Peace, and Security",2017,,299,,
278,"events, trainings, or activities designed to build support for peace or reconciliation among key actors to the conflict",152,"Conflict, Peace, and Security",2018,,787,,
278,"events, trainings, or activities designed to build support for peace or reconciliation among key actors to the conflict",152,"Conflict, Peace, and Security",2019,,558,,
283,new groups or initiatives created dedicated to resolving conflict or the drivers of conflict,152,"Conflict, Peace, and Security",2014,,4,,
283,new groups or initiatives created dedicated to resolving conflict or the drivers of conflict,152,"Conflict, Peace, and Security",2015,,4,,
283,new groups or initiatives created dedicated to resolving conflict or the drivers of conflict,152,"Conflict, Peace, and Security",2016,,4,,
1449,percent of youth beneficiaries with increased measures of resiliency,152,"Conflict, Peace, and Security",2019,,2,,
1449,percent of youth beneficiaries with increased measures of resiliency,152,"Conflict, Peace, and Security",2020,,28,,
865,public information campaigns for peaceful resolution of conflicts were supported,152,"Conflict, Peace, and Security",2014,,31,,
865,public information campaigns for peaceful resolution of conflicts were supported,152,"Conflict, Peace, and Security",2015,,96,,
,disbursements,160,Other Social Infrastructure and Services,2014,109621,,,
,disbursements,160,Other Social Infrastructure and Services,2016,6320,,,
,disbursements,160,Other Social Infrastructure and Services,2017,429624,,,
,disbursements,160,Other Social Infrastructure and Services,2018,298814,,,
,disbursements,160,Other Social Infrastructure and Services,2019,195023,,,
,disbursements,160,Other Social Infrastructure and Services,2020,138435,,,
612,full-time equivalent jobs generated,160,Other Social Infrastructure and Services,2016,,12088,11205,883
1394,organizations and/or service delivery systems that serve vulnerable persons strengthened,160,Other Social Infrastructure and Services,2017,,1,,
1394,organizations and/or service delivery systems that serve vulnerable persons strengthened,160,Other Social Infrastructure and Services,2018,,3,,
1351,service providers trained who serve vulnerable persons,160,Other Social Infrastructure and Services,2017,,4,2,2
1351,service providers trained who serve vulnerable persons,160,Other Social Infrastructure and Services,2018,,118,32,86
50,"target population individuals reported increased agreement with the concept that males and females should have equal access to social, economic, and political opportunities",160,Other Social Infrastructure and Services,2015,,1400000,,
50,"target population individuals reported increased agreement with the concept that males and females should have equal access to social, economic, and political opportunities",160,Other Social Infrastructure and Services,2016,,375000,,
1403,vulnerable persons benefitted from social services,160,Other Social Infrastructure and Services,2017,,53,18,35
1403,vulnerable persons benefitted from social services,160,Other Social Infrastructure and Services,2018,,1487,,
1914,youth trained in life skills through USG assisted programs,160,Other Social Infrastructure and Services,2020,,76459,,
,disbursements,210,Transport and Storage,2014,1857531,,,
,disbursements,210,Transport and Storage,2015,1605667,,,
,disbursements,210,Transport and Storage,2016,504693,,,
,disbursements,210,Transport and Storage,2018,742823,,,
,disbursements,230,Energy,2017,7947,,,
,disbursements,230,Energy,2018,1047497,,,
,disbursements,230,Energy,2019,457055,,,
758,people trained in technical energy fields,230,Energy,2020,,93,10,83
1650,"individuals participating in group-based savings, micro-finance or lending programs",240,Banking and Financial Services,2020,,67719,25313,42406
,disbursements,250,Business and Other Services,2014,1951917,,,
,disbursements,250,Business and Other Services,2015,111212,,,
,disbursements,250,Business and Other Services,2017,-37509,,,
,disbursements,250,Business and Other Services,2018,-18287,,,
,disbursements,250,Business and Other Services,2019,1531022,,,
,disbursements,250,Business and Other Services,2020,1383782,,,
342,days of technical assistance on land tenure and property rights issues provided to counterparts or stakeholders,250,Business and Other Services,2014,,203,,
342,days of technical assistance on land tenure and property rights issues provided to counterparts or stakeholders,250,Business and Other Services,2015,,581,,
342,days of technical assistance on land tenure and property rights issues provided to counterparts or stakeholders,250,Business and Other Services,2016,,43,,
350,"hours of training completed by government officials, traditional authority, or individuals related to land tenure and property rights",250,Business and Other Services,2014,,2206,,
1196,innovations supported demonstrated uptake by the public and/or private sector,250,Business and Other Services,2017,,3,,
1196,innovations supported demonstrated uptake by the public and/or private sector,250,Business and Other Services,2018,,1,,
1196,innovations supported demonstrated uptake by the public and/or private sector,250,Business and Other Services,2019,,1,,
1196,innovations supported demonstrated uptake by the public and/or private sector,250,Business and Other Services,2020,,3,,
994,"new private sector and U.S. Government resources, in U.S. dollars, contributed to Public-Private Partnerships",250,Business and Other Services,2015,,4000000,,
1302,persons trained to advance outcomes consistent with gender equality or female empowerment through their roles in public or private sector institutions or organizations,250,Business and Other Services,2017,,136,,
1302,persons trained to advance outcomes consistent with gender equality or female empowerment through their roles in public or private sector institutions or organizations,250,Business and Other Services,2018,,8532,,
,disbursements,310,Agriculture,2014,14441362,,,
,disbursements,310,Agriculture,2015,69385033,,,
,disbursements,310,Agriculture,2016,23050786,,,
,disbursements,310,Agriculture,2017,11624620,,,
,disbursements,310,Agriculture,2018,15471699,,,
,disbursements,310,Agriculture,2019,19263031,,,
,disbursements,310,Agriculture,2020,23672381,,,
1063,"agricultural and nutritional enabling environment policies analyzed, consulted on, drafted or revised, approved, and implemented",310,Agriculture,2016,,7,,
1063,"agricultural and nutritional enabling environment policies analyzed, consulted on, drafted or revised, approved, and implemented",310,Agriculture,2017,,15,,
1063,"agricultural and nutritional enabling environment policies analyzed, consulted on, drafted or revised, approved, and implemented",310,Agriculture,2018,,15,,
1655,agriculture-related financing accessed,310,Agriculture,2019,,3173583,,
1655,agriculture-related financing accessed,310,Agriculture,2020,,8851483,,
1656,annual sales of farms and firms,310,Agriculture,2019,,8827687,,
1656,annual sales of farms and firms,310,Agriculture,2020,,19568662,,
552,beneficiaries with new market linkages,310,Agriculture,2015,,3196,,
556,business enabling environment policies/ regulations/administrative procedures in the analysis and stakeholder consultation stages of development,310,Agriculture,2015,,10,,
556,business enabling environment policies/ regulations/administrative procedures in the analysis and stakeholder consultation stages of development,310,Agriculture,2016,,6,,
358,farmer's gross margin per unit of land,310,Agriculture,2014,,806,,
358,farmer's gross margin per unit of land,310,Agriculture,2018,,192,,
357,farmers applied new technologies or management practices,310,Agriculture,2014,,57563,,
357,farmers applied new technologies or management practices,310,Agriculture,2015,,73964,,
357,farmers applied new technologies or management practices,310,Agriculture,2016,,243150,,
357,farmers applied new technologies or management practices,310,Agriculture,2017,,328293,127216,201077
357,farmers applied new technologies or management practices,310,Agriculture,2018,,354603,,
361,"food security private enterprises, producer organizations, water user associations, trade and business associations, and community-based organizations received assistance",310,Agriculture,2014,,2397,,
361,"food security private enterprises, producer organizations, water user associations, trade and business associations, and community-based organizations received assistance",310,Agriculture,2015,,1361,,
361,"food security private enterprises, producer organizations, water user associations, trade and business associations, and community-based organizations received assistance",310,Agriculture,2016,,965,,
361,"food security private enterprises, producer organizations, water user associations, trade and business associations, and community-based organizations received assistance",310,Agriculture,2017,,179,,
361,"food security private enterprises, producer organizations, water user associations, trade and business associations, and community-based organizations received assistance",310,Agriculture,2018,,130,,
1657,hectares under improved management practices or technologies,310,Agriculture,2019,,75620,,
1657,hectares under improved management practices or technologies,310,Agriculture,2020,,59340,37558,21782
363,hectares under improved technologies or management practices,310,Agriculture,2014,,3181,,
363,hectares under improved technologies or management practices,310,Agriculture,2015,,8762,,
363,hectares under improved technologies or management practices,310,Agriculture,2016,,14278,,
363,hectares under improved technologies or management practices,310,Agriculture,2017,,20109,,
363,hectares under improved technologies or management practices,310,Agriculture,2018,,52174,,
1175,households benefitted directly from Feed the Future,310,Agriculture,2016,,108650,,
1175,households benefitted directly from Feed the Future,310,Agriculture,2017,,251207,,
1175,households benefitted directly from Feed the Future,310,Agriculture,2018,,287400,,
369,"incremental sales, collected at farm/firm level, attributed to Feed the Future implementation",310,Agriculture,2014,,23865089,,
369,"incremental sales, collected at farm/firm level, attributed to Feed the Future implementation",310,Agriculture,2015,,29346935,,
1658,individuals in the agriculture system who have applied improved management practices or technologies,310,Agriculture,2019,,266520,,
1658,individuals in the agriculture system who have applied improved management practices or technologies,310,Agriculture,2020,,235173,,
1651,individuals participating in food security programs,310,Agriculture,2019,,349262,,
1651,individuals participating in food security programs,310,Agriculture,2020,,455389,242250,213139
1188,individuals received degree-granting agricultural sector productivity or food security training,310,Agriculture,2016,,22,14,8
1188,individuals received degree-granting agricultural sector productivity or food security training,310,Agriculture,2017,,38,25,13
1188,individuals received degree-granting agricultural sector productivity or food security training,310,Agriculture,2018,,34,25,9
1188,individuals received degree-granting agricultural sector productivity or food security training,310,Agriculture,2019,,21,14,7
1188,individuals received degree-granting agricultural sector productivity or food security training,310,Agriculture,2020,,16,12,4
370,jobs attributed to Feed the Future implementation,310,Agriculture,2014,,9152,,
370,jobs attributed to Feed the Future implementation,310,Agriculture,2015,,10745,9903,842
372,members of producer and community based organizations assisted,310,Agriculture,2014,,10088,,
372,members of producer and community based organizations assisted,310,Agriculture,2015,,5089,3323,1766
372,members of producer and community based organizations assisted,310,Agriculture,2016,,41336,23458,17878
373,"micro, small, and medium enterprises, including farmers, received access to bank loans",310,Agriculture,2014,,2740,,
373,"micro, small, and medium enterprises, including farmers, received access to bank loans",310,Agriculture,2015,,1317,,
1241,"micro, small, and medium enterprises, including farmers, received agricultural-related credit",310,Agriculture,2016,,5850,,
1241,"micro, small, and medium enterprises, including farmers, received agricultural-related credit",310,Agriculture,2017,,22356,,
1241,"micro, small, and medium enterprises, including farmers, received agricultural-related credit",310,Agriculture,2018,,30825,,
375,"micro, small, and medium enterprises, including farmers, received business development services",310,Agriculture,2014,,9550,,
375,"micro, small, and medium enterprises, including farmers, received business development services",310,Agriculture,2015,,6834,,
375,"micro, small, and medium enterprises, including farmers, received business development services",310,Agriculture,2016,,1069,,
1659,new commitments and private sector investment leveraged to support food security and nutrition,310,Agriculture,2019,,1675311,,
1659,new commitments and private sector investment leveraged to support food security and nutrition,310,Agriculture,2020,,7939132,,
1530,new private sector capital investment in the agriculture sector or food chain leveraged by Feed the Future implementation,310,Agriculture,2016,,19851422,,
1530,new private sector capital investment in the agriculture sector or food chain leveraged by Feed the Future implementation,310,Agriculture,2017,,1521575,,
1530,new private sector capital investment in the agriculture sector or food chain leveraged by Feed the Future implementation,310,Agriculture,2018,,5648416,,
377,new private sector investment in the agriculture sector or food chain leveraged,310,Agriculture,2014,,28277764,,
377,new private sector investment in the agriculture sector or food chain leveraged,310,Agriculture,2015,,1699108,,
1266,"parcels with relevant parcel information corrected or incorporated into an official land administration system (whether a system for the property registry, cadaster, or an integrated system)",310,Agriculture,2016,,48000,,
378,people obtained a savings account or insurance policy,310,Agriculture,2014,,2103,,
378,people obtained a savings account or insurance policy,310,Agriculture,2015,,2203,1266,937
380,people received short term agricultural sector productivity or food security training,310,Agriculture,2014,,21129,,
380,people received short term agricultural sector productivity or food security training,310,Agriculture,2015,,66259,,
887,percent change in target communities with perceived existence of conflict associated with land reform,310,Agriculture,2014,,10,,
887,percent change in target communities with perceived existence of conflict associated with land reform,310,Agriculture,2015,,40,,
887,percent change in target communities with perceived existence of conflict associated with land reform,310,Agriculture,2015,,15,,
1459,percent of female direct beneficiaries of nutrition-sensitive agriculture activities consuming a diet of minimum diversity,310,Agriculture,2018,,36,,
384,"private enterprises, producers organizations, water users associations, women's groups, trade and business associations, and community-based organizations applied new technologies or management practices",310,Agriculture,2014,,1462,,
384,"private enterprises, producers organizations, water users associations, women's groups, trade and business associations, and community-based organizations applied new technologies or management practices",310,Agriculture,2015,,1856,,
384,"private enterprises, producers organizations, water users associations, women's groups, trade and business associations, and community-based organizations applied new technologies or management practices",310,Agriculture,2016,,2050,,
384,"private enterprises, producers organizations, water users associations, women's groups, trade and business associations, and community-based organizations applied new technologies or management practices",310,Agriculture,2017,,318,,
384,"private enterprises, producers organizations, water users associations, women's groups, trade and business associations, and community-based organizations applied new technologies or management practices",310,Agriculture,2018,,644,,
388,public-private partnerships formed,310,Agriculture,2015,,1,,
388,public-private partnerships formed,310,Agriculture,2016,,1,,
388,public-private partnerships formed,310,Agriculture,2017,,1,,
390,rural households benefited,310,Agriculture,2014,,99312,,
390,rural households benefited,310,Agriculture,2015,,84062,,
390,rural households benefited,310,Agriculture,2016,,68369,,
1534,smallholder incremental sales generated,310,Agriculture,2016,,12880162,,
1534,smallholder incremental sales generated,310,Agriculture,2017,,3085005,,
1534,smallholder incremental sales generated,310,Agriculture,2018,,5002721,,
1516,targeted nutrient-rich value chain commodities produced by direct beneficiaries that is set aside for home consumption,310,Agriculture,2017,,9924,,
1516,targeted nutrient-rich value chain commodities produced by direct beneficiaries that is set aside for home consumption,310,Agriculture,2018,,8493,,
392,"technologies or management practice were in the development phase of research, in field testing, or made available for transfer of development",310,Agriculture,2014,,17,,
392,"technologies or management practice were in the development phase of research, in field testing, or made available for transfer of development",310,Agriculture,2015,,3,,
1527,value of agricultural and rural loans,310,Agriculture,2016,,4715650,,
1527,value of agricultural and rural loans,310,Agriculture,2017,,3481050,,
1527,value of agricultural and rural loans,310,Agriculture,2018,,15988839,,
1535,value of agricultural commodities exported,310,Agriculture,2016,,20876077,,
1535,value of agricultural commodities exported,310,Agriculture,2017,,5845500,,
1535,value of agricultural commodities exported,310,Agriculture,2018,,2536455,,
394,value of exports of targeted agricultural commodities,310,Agriculture,2014,,14919660,,
394,value of exports of targeted agricultural commodities,310,Agriculture,2015,,13200000,,
395,vulnerable households benefited,310,Agriculture,2014,,9152,,
395,vulnerable households benefited,310,Agriculture,2015,,17856,,
395,vulnerable households benefited,310,Agriculture,2016,,29664,,
,disbursements,321,Industry,2014,1446563,,,
,disbursements,321,Industry,2015,299895,,,
,disbursements,321,Industry,2016,375157,,,
,disbursements,321,Industry,2017,632049,,,
,disbursements,321,Industry,2018,216203,,,
,disbursements,321,Industry,2019,47885,,,
,disbursements,321,Industry,2020,19621,,,
,disbursements,410,General Environmental Protection,2014,3772244,,,
,disbursements,410,General Environmental Protection,2015,8537933,,,
,disbursements,410,General Environmental Protection,2016,217890,,,
,disbursements,410,General Environmental Protection,2017,591933,,,
,disbursements,410,General Environmental Protection,2018,1641172,,,
,disbursements,410,General Environmental Protection,2019,3417466,,,
420,hectares of natural resources under improved management,410,General Environmental Protection,2014,,91452,,
420,hectares of natural resources under improved management,410,General Environmental Protection,2015,,100112,,
1654,hectares under improved management practices or technologies that promote improved climate risk reduction and/or natural resources management,410,General Environmental Protection,2019,,12361,,
1654,hectares under improved management practices or technologies that promote improved climate risk reduction and/or natural resources management,410,General Environmental Protection,2020,,9175,,
657,individuals received short-term agricultural sector productivity training or food security training,410,General Environmental Protection,2016,,141396,,
657,individuals received short-term agricultural sector productivity training or food security training,410,General Environmental Protection,2017,,295967,122121,173846
657,individuals received short-term agricultural sector productivity training or food security training,410,General Environmental Protection,2018,,271560,,
1207,institutions improved capacity to assess or address climate change risks,410,General Environmental Protection,2016,,1,,
1207,institutions improved capacity to assess or address climate change risks,410,General Environmental Protection,2017,,17,,
1207,institutions improved capacity to assess or address climate change risks,410,General Environmental Protection,2018,,15,,
1207,institutions improved capacity to assess or address climate change risks,410,General Environmental Protection,2019,,228,,
428,people obtained increased economic benefits derived from sustainable natural resource management and conservation,410,General Environmental Protection,2014,,853,,
428,people obtained increased economic benefits derived from sustainable natural resource management and conservation,410,General Environmental Protection,2015,,413,,
1287,people supported to adapt to the effects of climate change,410,General Environmental Protection,2017,,85148,48709,36439
1287,people supported to adapt to the effects of climate change,410,General Environmental Protection,2018,,361400,212610,148790
1287,people supported to adapt to the effects of climate change,410,General Environmental Protection,2019,,26770,17417,9353
1290,people trained in climate change adaptation,410,General Environmental Protection,2017,,52844,30528,22316
1290,people trained in climate change adaptation,410,General Environmental Protection,2018,,55434,,
1290,people trained in climate change adaptation,410,General Environmental Protection,2019,,11508,6062,5446
430,people trained in global climate change,410,General Environmental Protection,2014,,1862,,
430,people trained in global climate change,410,General Environmental Protection,2015,,15,,
430,people trained in global climate change,410,General Environmental Protection,2016,,2508,1304,1204
431,people trained in sustainable natural resources management and/or biodiversity conservation,410,General Environmental Protection,2014,,1007,,
1297,people used climate information or implemented risk-reducing actions to improve resilience to climate change,410,General Environmental Protection,2017,,2447,1125,1322
1297,people used climate information or implemented risk-reducing actions to improve resilience to climate change,410,General Environmental Protection,2018,,92963,56760,36203
1297,people used climate information or implemented risk-reducing actions to improve resilience to climate change,410,General Environmental Protection,2019,,4906,2138,2768
435,stakeholders increased capacity to adapt to the impacts of climate variability and change,410,General Environmental Protection,2014,,313,,
436,tourists visited Nyungwe National Park,410,General Environmental Protection,2014,,9366,,
,disbursements,430,Other Multisector,2016,342060,,,
,disbursements,430,Other Multisector,2017,275610,,,
,disbursements,430,Other Multisector,2018,336249,,,
,disbursements,430,Other Multisector,2019,693846,,,
,disbursements,430,Other Multisector,2020,565181,,,
1275,peer-reviewed scientific publications resulted from research and implementation programs,430,Other Multisector,2017,,1,,
1275,peer-reviewed scientific publications resulted from research and implementation programs,430,Other Multisector,2018,,2,,
1275,peer-reviewed scientific publications resulted from research and implementation programs,430,Other Multisector,2020,,2,,
1751,percent of USG-assisted organizations with improved performance,430,Other Multisector,2019,,100,,
1751,percent of USG-assisted organizations with improved performance,430,Other Multisector,2020,,86,,
,disbursements,520,Developmental Food Aid/Food Security Assistance,2014,1925,,,
,disbursements,520,Developmental Food Aid/Food Security Assistance,2017,-464,,,
,disbursements,720,Emergency Response,2014,5405842,,,
,disbursements,720,Emergency Response,2015,3310824,,,
,disbursements,720,Emergency Response,2016,9969870,,,
,disbursements,720,Emergency Response,2017,11368515,,,
,disbursements,720,Emergency Response,2018,7319982,,,
,disbursements,720,Emergency Response,2019,7208511,,,
,disbursements,720,Emergency Response,2020,5195110,,,
,disbursements,911,Operating Expenses,2014,6417757,,,
,disbursements,911,Operating Expenses,2015,7213896,,,
,disbursements,911,Operating Expenses,2016,7540471,,,
,disbursements,911,Operating Expenses,2017,8179065,,,
,disbursements,911,Operating Expenses,2018,7047774,,,
,disbursements,911,Operating Expenses,2019,8755672,,,
,disbursements,911,Operating Expenses,2020,11628342,,,
,disbursements,912,Program Design and Learning,2014,204071,,,
,disbursements,912,Program Design and Learning,2015,611229,,,
,disbursements,912,Program Design and Learning,2016,404365,,,
,disbursements,912,Program Design and Learning,2017,679444,,,
,disbursements,912,Program Design and Learning,2018,1242481,,,
,disbursements,912,Program Design and Learning,2019,166687,,,
,disbursements,912,Program Design and Learning,2020,65902,,,
1506,percent of combined key areas of organization capacity among direct and indirect local implementing partners,912,Program Design and Learning,2016,,97,,
1506,percent of combined key areas of organization capacity among direct and indirect local implementing partners,912,Program Design and Learning,2017,,95,,
,disbursements,913,Administration and Oversight,2014,4495013,,,
,disbursements,913,Administration and Oversight,2015,4528725,,,
,disbursements,913,Administration and Oversight,2016,4294584,,,
,disbursements,913,Administration and Oversight,2017,3899540,,,
,disbursements,913,Administration and Oversight,2018,4163917,,,
,disbursements,913,Administration and Oversight,2019,2238415,,,
,disbursements,913,Administration and Oversight,2020,1118456,,,
,disbursements,998,Unallocated/ Unspecified,2020,10171,,,
